codigo_linea,numero_rfig,nombre,wiki_linea,wiki_ancho,wiki_longitud,wiki_historica,uso_dominante,n_tramos,n_solo_carga,n_mixto,n_viajeros,n_sin_clasificar,n_aptos_mercancias,apto_mercancias,longitud_km,km_mercancias
14010,010,PTA. DE ATOCHA-SEVILLA-S. JUSTA,Madrid-Puerta de Atocha-Almudena Grandes a Sevilla-Santa Justa,Estándar,"470,5 km",False,mercancias,24,22,0,2,0,22,True,571.107,541.163
14012,012,CAMBIADOR ATOCHA-PTA. DE ATOCHA,Madrid-Puerta de Atocha-Almudena Grandes a Cambiador Atocha,Estándar,"1,3 km",True,viajeros,1,0,0,1,0,0,False,1.004,0.0
14014,014,CORDOBA-CENTRAL-CAMBIADOR CORD.,Bifurcación Gobantes a Bifurcación Bobadilla,Estándar,"9,0 km",False,viajeros,2,0,0,2,0,0,False,10.65,0.0
14016,016,MAJARABIQUE-CAMBIADOR MAJ.,Majarabique a Cambiador Majarabique,Estándar,"2,0 km",False,viajeros,1,0,0,1,0,0,False,2.196,0.0
14018,018,BIF. CERRO NEGRO/STA. CATALINA-CTT CERRO NEGRO AV,Bifurcación Cerro Negro/Santa Catalina - CTT Cerro Negro-Alta Velocidad,Estándar,"0,3 km",False,mercancias,1,1,0,0,0,1,True,0.423,0.423
14020,020,LA SAGRA-TOLEDO,La Sagra a Toledo,Estándar,"21,4 km",False,mercancias,1,1,0,0,0,1,True,21.327,21.327
14022,022,BIF CAMBIADOR ALCOLEA-CAMBIADOR ALCOLEA,Cambiador Alcolea a Bifurcación Cambiador Alcolea,Estándar,"0,7 km",False,mercancias,1,1,0,0,0,1,True,0.668,0.668
14030,030,BIF. MALAGA-A.V.-MARIA ZAMBRANO,Bifurcación Málaga-Alta Velocidad a Málaga-María Zambrano,Estándar,"154,5 km",False,mercancias,10,8,0,2,0,8,True,207.943,150.051
14032,032,ANTEQUERA-SANTA ANA-CAMBIADOR ANTEQUERA,Antequera-Santa Ana a Cambiador Antequera,Estándar,"0,4 km",False,viajeros,1,0,0,1,0,0,False,0.578,0.0
14036,036,ANTEQUERA-SANTA ANA-GRANADA,Antequera-Santa Ana a Granada,Estándar,"125,7 km",False,mercancias,9,9,0,0,0,9,True,114.333,114.333
15026,026,BIF. SAN ESTEBAN-BIF. CASA DE LA TORRE,Plasencia a Bifurcación San Nicolás,Ibérico,"175,3 km",False,mercancias,16,1,4,11,0,5,True,235.443,91.436
15626,626,"CACERES AG. KM. 82,2-BIF. PEÑAS BLANCAS",,,,,mixto,3,0,3,0,0,3,True,42.439,42.439
15926,926,BIF. LA ISLA-BIF. SAN NICOLAS,,,,,mixto,5,0,4,1,0,4,True,78.797,46.804
16082,082,"BIF. COTO DA TORRE - BIF. A GRANDEIRA AG. KM. 85,0","Bifurcación Grandeira aguja km 85,0 a Bifurcación Coto de la Torre",Ibérico,"84,0 km",False,mercancias,3,3,0,0,0,3,True,84.122,84.122
16190,190,MEDINA DEL CAMPO AV - CAMB. MEDINA DEL CAMPO AV,Medina AV a Cambiador de Medina AV,Estándar,"1,1 km",False,viajeros,1,0,0,1,0,0,False,1.141,0.0
16886,886,ZAMORA - CAMB. ZAMORA,Cambiador de Zamora a Zamora,Estándar,"0,6 km",True,mercancias,1,1,0,0,0,1,True,0.602,0.602
16890,890,BIF. PEDRALBA - CAMBIADOR PEDRALBA,Cambiador de Pedralba a Bifurcación Pedralba,Estándar,"4,1 km",True,viajeros,1,0,0,1,0,0,False,3.796,0.0
16892,892,"TABOADELA AV AG. KM. 446,1 - CAMBIADOR TABOADELA","Cambiador de Taboadela a Taboadela aguja km 446,1",Estándar,"0,5 km",False,viajeros,1,0,0,1,0,0,False,0.446,0.0
16982,982,"BIFURCACIÓN MEDINA - TABOADELA AG. KM. 234,0","Taboadela aguja km 234,0 a Bifurcación Medina",Estándar,"313,9 km",False,mercancias,17,12,0,5,0,12,True,246.54,138.392
